%t            	w            	v            	u            	S           	mu
1.85700e+001	9.62290e+001	9.58943e+001	5.00000e+001	3.49107e-003	1.00357e-001
1.85710e+001	9.62299e+001	9.58952e+001	5.00000e+001	3.49019e-003	1.00333e-001
1.85720e+001	9.62308e+001	9.58962e+001	5.00000e+001	3.48930e-003	1.00309e-001
1.85730e+001	9.62317e+001	9.58972e+001	5.00000e+001	3.48842e-003	1.00285e-001
1.85740e+001	9.62326e+001	9.58982e+001	5.00000e+001	3.48753e-003	1.00261e-001
1.85750e+001	9.62335e+001	9.58992e+001	5.00000e+001	3.48665e-003	1.00237e-001
1.85760e+001	9.62344e+001	9.59002e+001	5.00000e+001	3.48576e-003	1.00213e-001
1.85770e+001	9.62353e+001	9.59011e+001	5.00000e+001	3.48488e-003	1.00189e-001
1.85780e+001	9.62362e+001	9.59021e+001	5.00000e+001	3.48399e-003	1.00165e-001
1.85790e+001	9.62371e+001	9.59031e+001	5.00000e+001	3.48311e-003	1.00141e-001
1.85800e+001	9.62380e+001	9.59041e+001	5.00000e+001	3.48223e-003	1.00117e-001
1.85810e+001	9.62389e+001	9.59051e+001	5.00000e+001	3.48134e-003	1.00093e-001
1.85820e+001	9.62398e+001	9.59060e+001	5.00000e+001	3.48046e-003	1.00069e-001
1.85830e+001	9.62407e+001	9.59070e+001	5.00000e+001	3.47958e-003	1.00045e-001
1.85840e+001	9.62416e+001	9.59080e+001	5.00000e+001	3.47869e-003	1.00021e-001
1.85850e+001	9.62425e+001	9.59090e+001	5.00000e+001	3.47781e-003	9.99974e-002
1.85860e+001	9.62434e+001	9.59100e+001	5.00000e+001	3.47693e-003	9.99734e-002
1.85870e+001	9.62443e+001	9.59109e+001	5.00000e+001	3.47605e-003	9.99495e-002
1.85880e+001	9.62452e+001	9.59119e+001	5.00000e+001	3.47516e-003	9.99255e-002
1.85890e+001	9.62461e+001	9.59129e+001	5.00000e+001	3.47428e-003	9.99016e-002
1.85900e+001	9.62470e+001	9.59139e+001	5.00000e+001	3.47340e-003	9.98777e-002
1.85910e+001	9.62479e+001	9.59149e+001	5.00000e+001	3.47252e-003	9.98537e-002
1.85920e+001	9.62488e+001	9.59158e+001	5.00000e+001	3.47164e-003	9.98298e-002
1.85930e+001	9.62497e+001	9.59168e+001	5.00000e+001	3.47076e-003	9.98059e-002
1.85940e+001	9.62506e+001	9.59178e+001	5.00000e+001	3.46988e-003	9.97820e-002
1.85950e+001	9.62515e+001	9.59188e+001	5.00000e+001	3.46900e-003	9.97581e-002
1.85960e+001	9.62524e+001	9.59197e+001	5.00000e+001	3.46812e-003	9.97342e-002
1.85970e+001	9.62533e+001	9.59207e+001	5.00000e+001	3.46724e-003	9.97103e-002
1.85980e+001	9.62542e+001	9.59217e+001	5.00000e+001	3.46636e-003	9.96864e-002
1.85990e+001	9.62551e+001	9.59227e+001	5.00000e+001	3.46548e-003	9.96625e-002
1.86000e+001	9.62560e+001	9.59237e+001	5.00000e+001	3.46460e-003	9.96386e-002
1.86010e+001	9.62569e+001	9.59246e+001	5.00000e+001	3.46372e-003	9.96148e-002
1.86020e+001	9.62578e+001	9.59256e+001	5.00000e+001	3.46284e-003	9.95909e-002
1.86030e+001	9.62587e+001	9.59266e+001	5.00000e+001	3.46196e-003	9.95670e-002
1.86040e+001	9.62596e+001	9.59276e+001	5.00000e+001	3.46109e-003	9.95432e-002
1.86050e+001	9.62605e+001	9.59285e+001	5.00000e+001	3.46021e-003	9.95193e-002
1.86060e+001	9.62614e+001	9.59295e+001	5.00000e+001	3.45933e-003	9.94955e-002
1.86070e+001	9.62623e+001	9.59305e+001	5.00000e+001	3.45845e-003	9.94717e-002
1.86080e+001	9.62632e+001	9.59315e+001	5.00000e+001	3.45758e-003	9.94478e-002
1.86090e+001	9.62640e+001	9.59324e+001	5.00000e+001	3.45670e-003	9.94240e-002
1.86100e+001	9.62649e+001	9.59334e+001	5.00000e+001	3.45582e-003	9.94002e-002
1.86110e+001	9.62658e+001	9.59344e+001	5.00000e+001	3.45495e-003	9.93764e-002
1.86120e+001	9.62667e+001	9.59354e+001	5.00000e+001	3.45407e-003	9.93526e-002
1.86130e+001	9.62676e+001	9.59363e+001	5.00000e+001	3.45319e-003	9.93288e-002
1.86140e+001	9.62685e+001	9.59373e+001	5.00000e+001	3.45232e-003	9.93050e-002
1.86150e+001	9.62694e+001	9.59383e+001	5.00000e+001	3.45144e-003	9.92812e-002
1.86160e+001	9.62703e+001	9.59393e+001	5.00000e+001	3.45057e-003	9.92574e-002
1.86170e+001	9.62712e+001	9.59402e+001	5.00000e+001	3.44969e-003	9.92336e-002
1.86180e+001	9.62721e+001	9.59412e+001	5.00000e+001	3.44882e-003	9.92098e-002
1.86190e+001	9.62730e+001	9.59422e+001	5.00000e+001	3.44794e-003	9.91861e-002
1.86200e+001	9.62739e+001	9.59431e+001	5.00000e+001	3.44707e-003	9.91623e-002
1.86210e+001	9.62748e+001	9.59441e+001	5.00000e+001	3.44619e-003	9.91385e-002
1.86220e+001	9.62756e+001	9.59451e+001	5.00000e+001	3.44532e-003	9.91148e-002
1.86230e+001	9.62765e+001	9.59461e+001	5.00000e+001	3.44445e-003	9.90910e-002
1.86240e+001	9.62774e+001	9.59470e+001	5.00000e+001	3.44357e-003	9.90673e-002
1.86250e+001	9.62783e+001	9.59480e+001	5.00000e+001	3.44270e-003	9.90436e-002
1.86260e+001	9.62792e+001	9.59490e+001	5.00000e+001	3.44183e-003	9.90198e-002
1.86270e+001	9.62801e+001	9.59499e+001	5.00000e+001	3.44095e-003	9.89961e-002
1.86280e+001	9.62810e+001	9.59509e+001	5.00000e+001	3.44008e-003	9.89724e-002
1.86290e+001	9.62819e+001	9.59519e+001	5.00000e+001	3.43921e-003	9.89487e-002
1.86300e+001	9.62828e+001	9.59529e+001	5.00000e+001	3.43834e-003	9.89250e-002
1.86310e+001	9.62837e+001	9.59538e+001	5.00000e+001	3.43747e-003	9.89013e-002
1.86320e+001	9.62845e+001	9.59548e+001	5.00000e+001	3.43659e-003	9.88776e-002
1.86330e+001	9.62854e+001	9.59558e+001	5.00000e+001	3.43572e-003	9.88539e-002
1.86340e+001	9.62863e+001	9.59567e+001	5.00000e+001	3.43485e-003	9.88302e-002
1.86350e+001	9.62872e+001	9.59577e+001	5.00000e+001	3.43398e-003	9.88065e-002
1.86360e+001	9.62881e+001	9.59587e+001	5.00000e+001	3.43311e-003	9.87829e-002
1.86370e+001	9.62890e+001	9.59596e+001	5.00000e+001	3.43224e-003	9.87592e-002
1.86380e+001	9.62899e+001	9.59606e+001	5.00000e+001	3.43137e-003	9.87355e-002
1.86390e+001	9.62908e+001	9.59616e+001	5.00000e+001	3.43050e-003	9.87119e-002
1.86400e+001	9.62917e+001	9.59625e+001	5.00000e+001	3.42963e-003	9.86882e-002
1.86410e+001	9.62925e+001	9.59635e+001	5.00000e+001	3.42876e-003	9.86646e-002
1.86420e+001	9.62934e+001	9.59645e+001	5.00000e+001	3.42789e-003	9.86410e-002
1.86430e+001	9.62943e+001	9.59654e+001	5.00000e+001	3.42702e-003	9.86173e-002
1.86440e+001	9.62952e+001	9.59664e+001	5.00000e+001	3.42616e-003	9.85937e-002
1.86450e+001	9.62961e+001	9.59674e+001	5.00000e+001	3.42529e-003	9.85701e-002
1.86460e+001	9.62970e+001	9.59683e+001	5.00000e+001	3.42442e-003	9.85465e-002
1.86470e+001	9.62979e+001	9.59693e+001	5.00000e+001	3.42355e-003	9.85229e-002
1.86480e+001	9.62987e+001	9.59703e+001	5.00000e+001	3.42268e-003	9.84992e-002
1.86490e+001	9.62996e+001	9.59712e+001	5.00000e+001	3.42182e-003	9.84756e-002
1.86500e+001	9.63005e+001	9.59722e+001	5.00000e+001	3.42095e-003	9.84521e-002
1.86510e+001	9.63014e+001	9.59732e+001	5.00000e+001	3.42008e-003	9.84285e-002
1.86520e+001	9.63023e+001	9.59741e+001	5.00000e+001	3.41921e-003	9.84049e-002
1.86530e+001	9.63032e+001	9.59751e+001	5.00000e+001	3.41835e-003	9.83813e-002
1.86540e+001	9.63040e+001	9.59761e+001	5.00000e+001	3.41748e-003	9.83577e-002
1.86550e+001	9.63049e+001	9.59770e+001	5.00000e+001	3.41661e-003	9.83342e-002
1.86560e+001	9.63058e+001	9.59780e+001	5.00000e+001	3.41575e-003	9.83106e-002
1.86570e+001	9.63067e+001	9.59789e+001	5.00000e+001	3.41488e-003	9.82871e-002
1.86580e+001	9.63076e+001	9.59799e+001	5.00000e+001	3.41402e-003	9.82635e-002
1.86590e+001	9.63085e+001	9.59809e+001	5.00000e+001	3.41315e-003	9.82400e-002
1.86600e+001	9.63094e+001	9.59818e+001	5.00000e+001	3.41229e-003	9.82164e-002
1.86610e+001	9.63102e+001	9.59828e+001	5.00000e+001	3.41142e-003	9.81929e-002
1.86620e+001	9.63111e+001	9.59838e+001	5.00000e+001	3.41056e-003	9.81694e-002
1.86630e+001	9.63120e+001	9.59847e+001	5.00000e+001	3.40969e-003	9.81459e-002
1.86640e+001	9.63129e+001	9.59857e+001	5.00000e+001	3.40883e-003	9.81224e-002
1.86650e+001	9.63138e+001	9.59866e+001	5.00000e+001	3.40797e-003	9.80988e-002
1.86660e+001	9.63146e+001	9.59876e+001	5.00000e+001	3.40710e-003	9.80753e-002
1.86670e+001	9.63155e+001	9.59886e+001	5.00000e+001	3.40624e-003	9.80518e-002
1.86680e+001	9.63164e+001	9.59895e+001	5.00000e+001	3.40538e-003	9.80284e-002
1.86690e+001	9.63173e+001	9.59905e+001	5.00000e+001	3.40451e-003	9.80049e-002
1.86700e+001	9.63182e+001	9.59914e+001	5.00000e+001	3.40365e-003	9.79814e-002
1.86710e+001	9.63191e+001	9.59924e+001	5.00000e+001	3.40279e-003	9.79579e-002
1.86720e+001	9.63199e+001	9.59934e+001	5.00000e+001	3.40193e-003	9.79344e-002
1.86730e+001	9.63208e+001	9.59943e+001	5.00000e+001	3.40106e-003	9.79110e-002
1.86740e+001	9.63217e+001	9.59953e+001	5.00000e+001	3.40020e-003	9.78875e-002
1.86750e+001	9.63226e+001	9.59962e+001	5.00000e+001	3.39934e-003	9.78641e-002
1.86760e+001	9.63235e+001	9.59972e+001	5.00000e+001	3.39848e-003	9.78406e-002
1.86770e+001	9.63243e+001	9.59982e+001	5.00000e+001	3.39762e-003	9.78172e-002
1.86780e+001	9.63252e+001	9.59991e+001	5.00000e+001	3.39676e-003	9.77938e-002
1.86790e+001	9.63261e+001	9.60001e+001	5.00000e+001	3.39590e-003	9.77703e-002
1.86800e+001	9.63270e+001	9.60010e+001	5.00000e+001	3.39504e-003	9.77469e-002
1.86810e+001	9.63278e+001	9.60020e+001	5.00000e+001	3.39418e-003	9.77235e-002
1.86820e+001	9.63287e+001	9.60030e+001	5.00000e+001	3.39332e-003	9.77001e-002
1.86830e+001	9.63296e+001	9.60039e+001	5.00000e+001	3.39246e-003	9.76767e-002
1.86840e+001	9.63305e+001	9.60049e+001	5.00000e+001	3.39160e-003	9.76533e-002
1.86850e+001	9.63314e+001	9.60058e+001	5.00000e+001	3.39074e-003	9.76299e-002
1.86860e+001	9.63322e+001	9.60068e+001	5.00000e+001	3.38988e-003	9.76065e-002
1.86870e+001	9.63331e+001	9.60077e+001	5.00000e+001	3.38902e-003	9.75831e-002
1.86880e+001	9.63340e+001	9.60087e+001	5.00000e+001	3.38816e-003	9.75597e-002
1.86890e+001	9.63349e+001	9.60097e+001	5.00000e+001	3.38730e-003	9.75363e-002
1.86900e+001	9.63357e+001	9.60106e+001	5.00000e+001	3.38645e-003	9.75130e-002
1.86910e+001	9.63366e+001	9.60116e+001	5.00000e+001	3.38559e-003	9.74896e-002
1.86920e+001	9.63375e+001	9.60125e+001	5.00000e+001	3.38473e-003	9.74663e-002
1.86930e+001	9.63384e+001	9.60135e+001	5.00000e+001	3.38387e-003	9.74429e-002
1.86940e+001	9.63392e+001	9.60144e+001	5.00000e+001	3.38302e-003	9.74196e-002
1.86950e+001	9.63401e+001	9.60154e+001	5.00000e+001	3.38216e-003	9.73962e-002
1.86960e+001	9.63410e+001	9.60163e+001	5.00000e+001	3.38130e-003	9.73729e-002
1.86970e+001	9.63419e+001	9.60173e+001	5.00000e+001	3.38045e-003	9.73496e-002
1.86980e+001	9.63427e+001	9.60182e+001	5.00000e+001	3.37959e-003	9.73262e-002
1.86990e+001	9.63436e+001	9.60192e+001	5.00000e+001	3.37873e-003	9.73029e-002
1.87000e+001	9.63445e+001	9.60202e+001	5.00000e+001	3.37788e-003	9.72796e-002
1.87010e+001	9.63454e+001	9.60211e+001	5.00000e+001	3.37702e-003	9.72563e-002
1.87020e+001	9.63462e+001	9.60221e+001	5.00000e+001	3.37617e-003	9.72330e-002
1.87030e+001	9.63471e+001	9.60230e+001	5.00000e+001	3.37531e-003	9.72097e-002
1.87040e+001	9.63480e+001	9.60240e+001	5.00000e+001	3.37446e-003	9.71864e-002
1.87050e+001	9.63489e+001	9.60249e+001	5.00000e+001	3.37360e-003	9.71631e-002
1.87060e+001	9.63497e+001	9.60259e+001	5.00000e+001	3.37275e-003	9.71399e-002
1.87070e+001	9.63506e+001	9.60268e+001	5.00000e+001	3.37189e-003	9.71166e-002
1.87080e+001	9.63515e+001	9.60278e+001	5.00000e+001	3.37104e-003	9.70933e-002
1.87090e+001	9.63524e+001	9.60287e+001	5.00000e+001	3.37019e-003	9.70701e-002
1.87100e+001	9.63532e+001	9.60297e+001	5.00000e+001	3.36933e-003	9.70468e-002
1.87110e+001	9.63541e+001	9.60306e+001	5.00000e+001	3.36848e-003	9.70235e-002
1.87120e+001	9.63550e+001	9.60316e+001	5.00000e+001	3.36763e-003	9.70003e-002
1.87130e+001	9.63559e+001	9.60325e+001	5.00000e+001	3.36677e-003	9.69771e-002
1.87140e+001	9.63567e+001	9.60335e+001	5.00000e+001	3.36592e-003	9.69538e-002
1.87150e+001	9.63576e+001	9.60344e+001	5.00000e+001	3.36507e-003	9.69306e-002
1.87160e+001	9.63585e+001	9.60354e+001	5.00000e+001	3.36422e-003	9.69074e-002
1.87170e+001	9.63593e+001	9.60363e+001	5.00000e+001	3.36336e-003	9.68842e-002
1.87180e+001	9.63602e+001	9.60373e+001	5.00000e+001	3.36251e-003	9.68610e-002
1.87190e+001	9.63611e+001	9.60382e+001	5.00000e+001	3.36166e-003	9.68377e-002
1.87200e+001	9.63619e+001	9.60392e+001	5.00000e+001	3.36081e-003	9.68145e-002
1.87210e+001	9.63628e+001	9.60401e+001	5.00000e+001	3.35996e-003	9.67914e-002
1.87220e+001	9.63637e+001	9.60411e+001	5.00000e+001	3.35911e-003	9.67682e-002
1.87230e+001	9.63646e+001	9.60420e+001	5.00000e+001	3.35826e-003	9.67450e-002
1.87240e+001	9.63654e+001	9.60430e+001	5.00000e+001	3.35741e-003	9.67218e-002
1.87250e+001	9.63663e+001	9.60439e+001	5.00000e+001	3.35656e-003	9.66986e-002
1.87260e+001	9.63672e+001	9.60449e+001	5.00000e+001	3.35571e-003	9.66755e-002
1.87270e+001	9.63680e+001	9.60458e+001	5.00000e+001	3.35486e-003	9.66523e-002
1.87280e+001	9.63689e+001	9.60468e+001	5.00000e+001	3.35401e-003	9.66291e-002
1.87290e+001	9.63698e+001	9.60477e+001	5.00000e+001	3.35316e-003	9.66060e-002
1.87300e+001	9.63706e+001	9.60487e+001	5.00000e+001	3.35231e-003	9.65829e-002
1.87310e+001	9.63715e+001	9.60496e+001	5.00000e+001	3.35146e-003	9.65597e-002
1.87320e+001	9.63724e+001	9.60505e+001	5.00000e+001	3.35061e-003	9.65366e-002
1.87330e+001	9.63732e+001	9.60515e+001	5.00000e+001	3.34976e-003	9.65135e-002
1.87340e+001	9.63741e+001	9.60524e+001	5.00000e+001	3.34892e-003	9.64903e-002
1.87350e+001	9.63750e+001	9.60534e+001	5.00000e+001	3.34807e-003	9.64672e-002
1.87360e+001	9.63758e+001	9.60543e+001	5.00000e+001	3.34722e-003	9.64441e-002
1.87370e+001	9.63767e+001	9.60553e+001	5.00000e+001	3.34637e-003	9.64210e-002
1.87380e+001	9.63776e+001	9.60562e+001	5.00000e+001	3.34553e-003	9.63979e-002
1.87390e+001	9.63784e+001	9.60572e+001	5.00000e+001	3.34468e-003	9.63748e-002
1.87400e+001	9.63793e+001	9.60581e+001	5.00000e+001	3.34383e-003	9.63517e-002
1.87410e+001	9.63802e+001	9.60591e+001	5.00000e+001	3.34299e-003	9.63286e-002
1.87420e+001	9.63810e+001	9.60600e+001	5.00000e+001	3.34214e-003	9.63056e-002
1.87430e+001	9.63819e+001	9.60609e+001	5.00000e+001	3.34129e-003	9.62825e-002
1.87440e+001	9.63828e+001	9.60619e+001	5.00000e+001	3.34045e-003	9.62594e-002
1.87450e+001	9.63836e+001	9.60628e+001	5.00000e+001	3.33960e-003	9.62364e-002
1.87460e+001	9.63845e+001	9.60638e+001	5.00000e+001	3.33876e-003	9.62133e-002
1.87470e+001	9.63854e+001	9.60647e+001	5.00000e+001	3.33791e-003	9.61902e-002
1.87480e+001	9.63862e+001	9.60657e+001	5.00000e+001	3.33707e-003	9.61672e-002
1.87490e+001	9.63871e+001	9.60666e+001	5.00000e+001	3.33622e-003	9.61442e-002
1.87500e+001	9.63880e+001	9.60675e+001	5.00000e+001	3.33538e-003	9.61211e-002
1.87510e+001	9.63888e+001	9.60685e+001	5.00000e+001	3.33454e-003	9.60981e-002
1.87520e+001	9.63897e+001	9.60694e+001	5.00000e+001	3.33369e-003	9.60751e-002
1.87530e+001	9.63906e+001	9.60704e+001	5.00000e+001	3.33285e-003	9.60521e-002
1.87540e+001	9.63914e+001	9.60713e+001	5.00000e+001	3.33200e-003	9.60290e-002
1.87550e+001	9.63923e+001	9.60723e+001	5.00000e+001	3.33116e-003	9.60060e-002
1.87560e+001	9.63931e+001	9.60732e+001	5.00000e+001	3.33032e-003	9.59830e-002
1.87570e+001	9.63940e+001	9.60741e+001	5.00000e+001	3.32947e-003	9.59600e-002
1.87580e+001	9.63949e+001	9.60751e+001	5.00000e+001	3.32863e-003	9.59371e-002
1.87590e+001	9.63957e+001	9.60760e+001	5.00000e+001	3.32779e-003	9.59141e-002
1.87600e+001	9.63966e+001	9.60770e+001	5.00000e+001	3.32695e-003	9.58911e-002
1.87610e+001	9.63975e+001	9.60779e+001	5.00000e+001	3.32611e-003	9.58681e-002
1.87620e+001	9.63983e+001	9.60788e+001	5.00000e+001	3.32526e-003	9.58452e-002
1.87630e+001	9.63992e+001	9.60798e+001	5.00000e+001	3.32442e-003	9.58222e-002
1.87640e+001	9.64000e+001	9.60807e+001	5.00000e+001	3.32358e-003	9.57992e-002
1.87650e+001	9.64009e+001	9.60816e+001	5.00000e+001	3.32274e-003	9.57763e-002
1.87660e+001	9.64018e+001	9.60826e+001	5.00000e+001	3.32190e-003	9.57533e-002
1.87670e+001	9.64026e+001	9.60835e+001	5.00000e+001	3.32106e-003	9.57304e-002
1.87680e+001	9.64035e+001	9.60845e+001	5.00000e+001	3.32022e-003	9.57075e-002
1.87690e+001	9.64043e+001	9.60854e+001	5.00000e+001	3.31938e-003	9.56845e-002
1.87700e+001	9.64052e+001	9.60863e+001	5.00000e+001	3.31854e-003	9.56616e-002
1.87710e+001	9.64061e+001	9.60873e+001	5.00000e+001	3.31770e-003	9.56387e-002
1.87720e+001	9.64069e+001	9.60882e+001	5.00000e+001	3.31686e-003	9.56158e-002
1.87730e+001	9.64078e+001	9.60892e+001	5.00000e+001	3.31602e-003	9.55929e-002
1.87740e+001	9.64086e+001	9.60901e+001	5.00000e+001	3.31518e-003	9.55700e-002
1.87750e+001	9.64095e+001	9.60910e+001	5.00000e+001	3.31434e-003	9.55471e-002
1.87760e+001	9.64104e+001	9.60920e+001	5.00000e+001	3.31350e-003	9.55242e-002
1.87770e+001	9.64112e+001	9.60929e+001	5.00000e+001	3.31267e-003	9.55013e-002
1.87780e+001	9.64121e+001	9.60938e+001	5.00000e+001	3.31183e-003	9.54784e-002
1.87790e+001	9.64129e+001	9.60948e+001	5.00000e+001	3.31099e-003	9.54555e-002
1.87800e+001	9.64138e+001	9.60957e+001	5.00000e+001	3.31015e-003	9.54327e-002
1.87810e+001	9.64147e+001	9.60966e+001	5.00000e+001	3.30931e-003	9.54098e-002
1.87820e+001	9.64155e+001	9.60976e+001	5.00000e+001	3.30848e-003	9.53870e-002
1.87830e+001	9.64164e+001	9.60985e+001	5.00000e+001	3.30764e-003	9.53641e-002
1.87840e+001	9.64172e+001	9.60994e+001	5.00000e+001	3.30680e-003	9.53413e-002
1.87850e+001	9.64181e+001	9.61004e+001	5.00000e+001	3.30597e-003	9.53184e-002
1.87860e+001	9.64189e+001	9.61013e+001	5.00000e+001	3.30513e-003	9.52956e-002
1.87870e+001	9.64198e+001	9.61022e+001	5.00000e+001	3.30429e-003	9.52728e-002
1.87880e+001	9.64207e+001	9.61032e+001	5.00000e+001	3.30346e-003	9.52499e-002
1.87890e+001	9.64215e+001	9.61041e+001	5.00000e+001	3.30262e-003	9.52271e-002
1.87900e+001	9.64224e+001	9.61050e+001	5.00000e+001	3.30179e-003	9.52043e-002
1.87910e+001	9.64232e+001	9.61060e+001	5.00000e+001	3.30095e-003	9.51815e-002
1.87920e+001	9.64241e+001	9.61069e+001	5.00000e+001	3.30012e-003	9.51587e-002
1.87930e+001	9.64249e+001	9.61078e+001	5.00000e+001	3.29928e-003	9.51359e-002
1.87940e+001	9.64258e+001	9.61088e+001	5.00000e+001	3.29845e-003	9.51131e-002
1.87950e+001	9.64266e+001	9.61097e+001	5.00000e+001	3.29761e-003	9.50903e-002
1.87960e+001	9.64275e+001	9.61106e+001	5.00000e+001	3.29678e-003	9.50675e-002
1.87970e+001	9.64284e+001	9.61116e+001	5.00000e+001	3.29595e-003	9.50447e-002
1.87980e+001	9.64292e+001	9.61125e+001	5.00000e+001	3.29511e-003	9.50220e-002
1.87990e+001	9.64301e+001	9.61134e+001	5.00000e+001	3.29428e-003	9.49992e-002
1.88000e+001	9.64309e+001	9.61144e+001	5.00000e+001	3.29345e-003	9.49765e-002
1.88010e+001	9.64318e+001	9.61153e+001	5.00000e+001	3.29261e-003	9.49537e-002
1.88020e+001	9.64326e+001	9.61162e+001	5.00000e+001	3.29178e-003	9.49310e-002
1.88030e+001	9.64335e+001	9.61172e+001	5.00000e+001	3.29095e-003	9.49082e-002
1.88040e+001	9.64343e+001	9.61181e+001	5.00000e+001	3.29012e-003	9.48855e-002
1.88050e+001	9.64352e+001	9.61190e+001	5.00000e+001	3.28928e-003	9.48627e-002
1.88060e+001	9.64360e+001	9.61199e+001	5.00000e+001	3.28845e-003	9.48400e-002
1.88070e+001	9.64369e+001	9.61209e+001	5.00000e+001	3.28762e-003	9.48173e-002
1.88080e+001	9.64377e+001	9.61218e+001	5.00000e+001	3.28679e-003	9.47946e-002
1.88090e+001	9.64386e+001	9.61227e+001	5.00000e+001	3.28596e-003	9.47719e-002
1.88100e+001	9.64394e+001	9.61237e+001	5.00000e+001	3.28513e-003	9.47492e-002
1.88110e+001	9.64403e+001	9.61246e+001	5.00000e+001	3.28430e-003	9.47265e-002
1.88120e+001	9.64411e+001	9.61255e+001	5.00000e+001	3.28346e-003	9.47038e-002
1.88130e+001	9.64420e+001	9.61264e+001	5.00000e+001	3.28263e-003	9.46811e-002
1.88140e+001	9.64428e+001	9.61274e+001	5.00000e+001	3.28180e-003	9.46584e-002
1.88150e+001	9.64437e+001	9.61283e+001	5.00000e+001	3.28097e-003	9.46357e-002
1.88160e+001	9.64446e+001	9.61292e+001	5.00000e+001	3.28014e-003	9.46130e-002
1.88170e+001	9.64454e+001	9.61302e+001	5.00000e+001	3.27932e-003	9.45904e-002
1.88180e+001	9.64463e+001	9.61311e+001	5.00000e+001	3.27849e-003	9.45677e-002
1.88190e+001	9.64471e+001	9.61320e+001	5.00000e+001	3.27766e-003	9.45451e-002
1.88200e+001	9.64480e+001	9.61329e+001	5.00000e+001	3.27683e-003	9.45224e-002
1.88210e+001	9.64488e+001	9.61339e+001	5.00000e+001	3.27600e-003	9.44998e-002
1.88220e+001	9.64497e+001	9.61348e+001	5.00000e+001	3.27517e-003	9.44771e-002
1.88230e+001	9.64505e+001	9.61357e+001	5.00000e+001	3.27434e-003	9.44545e-002
1.88240e+001	9.64513e+001	9.61366e+001	5.00000e+001	3.27352e-003	9.44319e-002
1.88250e+001	9.64522e+001	9.61376e+001	5.00000e+001	3.27269e-003	9.44092e-002
1.88260e+001	9.64530e+001	9.61385e+001	5.00000e+001	3.27186e-003	9.43866e-002
1.88270e+001	9.64539e+001	9.61394e+001	5.00000e+001	3.27103e-003	9.43640e-002
1.88280e+001	9.64547e+001	9.61403e+001	5.00000e+001	3.27021e-003	9.43414e-002
1.88290e+001	9.64556e+001	9.61413e+001	5.00000e+001	3.26938e-003	9.43188e-002
1.88300e+001	9.64564e+001	9.61422e+001	5.00000e+001	3.26855e-003	9.42962e-002
1.88310e+001	9.64573e+001	9.61431e+001	5.00000e+001	3.26773e-003	9.42736e-002
1.88320e+001	9.64581e+001	9.61440e+001	5.00000e+001	3.26690e-003	9.42510e-002
1.88330e+001	9.64590e+001	9.61450e+001	5.00000e+001	3.26607e-003	9.42284e-002
1.88340e+001	9.64598e+001	9.61459e+001	5.00000e+001	3.26525e-003	9.42059e-002
1.88350e+001	9.64607e+001	9.61468e+001	5.00000e+001	3.26442e-003	9.41833e-002
1.88360e+001	9.64615e+001	9.61477e+001	5.00000e+001	3.26360e-003	9.41607e-002
1.88370e+001	9.64624e+001	9.61487e+001	5.00000e+001	3.26277e-003	9.41382e-002
1.88380e+001	9.64632e+001	9.61496e+001	5.00000e+001	3.26195e-003	9.41156e-002
1.88390e+001	9.64641e+001	9.61505e+001	5.00000e+001	3.26112e-003	9.40931e-002
1.88400e+001	9.64649e+001	9.61514e+001	5.00000e+001	3.26030e-003	9.40705e-002
1.88410e+001	9.64658e+001	9.61523e+001	5.00000e+001	3.25948e-003	9.40480e-002
1.88420e+001	9.64666e+001	9.61533e+001	5.00000e+001	3.25865e-003	9.40255e-002
1.88430e+001	9.64674e+001	9.61542e+001	5.00000e+001	3.25783e-003	9.40029e-002
1.88440e+001	9.64683e+001	9.61551e+001	5.00000e+001	3.25700e-003	9.39804e-002
1.88450e+001	9.64691e+001	9.61560e+001	5.00000e+001	3.25618e-003	9.39579e-002
1.88460e+001	9.64700e+001	9.61570e+001	5.00000e+001	3.25536e-003	9.39354e-002
1.88470e+001	9.64708e+001	9.61579e+001	5.00000e+001	3.25454e-003	9.39129e-002
1.88480e+001	9.64717e+001	9.61588e+001	5.00000e+001	3.25371e-003	9.38904e-002
1.88490e+001	9.64725e+001	9.61597e+001	5.00000e+001	3.25289e-003	9.38679e-002
1.88500e+001	9.64734e+001	9.61606e+001	5.00000e+001	3.25207e-003	9.38454e-002
1.88510e+001	9.64742e+001	9.61616e+001	5.00000e+001	3.25125e-003	9.38229e-002
1.88520e+001	9.64750e+001	9.61625e+001	5.00000e+001	3.25042e-003	9.38005e-002
1.88530e+001	9.64759e+001	9.61634e+001	5.00000e+001	3.24960e-003	9.37780e-002
1.88540e+001	9.64767e+001	9.61643e+001	5.00000e+001	3.24878e-003	9.37555e-002
1.88550e+001	9.64776e+001	9.61652e+001	5.00000e+001	3.24796e-003	9.37331e-002
1.88560e+001	9.64784e+001	9.61661e+001	5.00000e+001	3.24714e-003	9.37106e-002
1.88570e+001	9.64793e+001	9.61671e+001	5.00000e+001	3.24632e-003	9.36881e-002
1.88580e+001	9.64801e+001	9.61680e+001	5.00000e+001	3.24550e-003	9.36657e-002
1.88590e+001	9.64809e+001	9.61689e+001	5.00000e+001	3.24468e-003	9.36433e-002
1.88600e+001	9.64818e+001	9.61698e+001	5.00000e+001	3.24386e-003	9.36208e-002
